"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"1422","NCP17","OUT045",1026.88223100511
"1423","FDP21","OUT035",3388.13468914446
"1424","FDL04","OUT045",1620.42317919491
"1425","FDV23","OUT013",2067.02363941225
"1426","FDF24","OUT046",1482.63597272647
"1427","FDH56","OUT027",3239.09627606425
"1428","FDB51","OUT049",922.879690107731
"1429","FDI58","OUT027",2579.30644395371
"1430","FDR20","OUT013",899.529015483876
"1431","FDC51","OUT018",1774.57911279668
"1432","FDB16","OUT027",2321.93833075617
"1433","FDE40","OUT049",917.532288532417
"1434","NCM17","OUT035",775.17193654941
"1435","FDU56","OUT035",3071.61857463293
"1436","FDS32","OUT019",315.822507974783
"1437","FDX02","OUT049",3302.12492249968
"1438","FDT39","OUT027",3975.94763989615
"1439","FDE35","OUT017",976.706044406592
"1440","NCI42","OUT019",492.764170584054
"1441","DRL23","OUT046",1817.43219555954
"1442","FDA10","OUT046",2041.33118665114
"1443","FDA11","OUT013",1383.38724669039
"1444","NCM06","OUT046",2428.59339712744
"1445","NCT05","OUT035",4173.01350232363
"1446","NCQ02","OUT010",477.2091794684
"1447","NCY06","OUT049",2349.96604130883
"1448","FDY56","OUT035",4518.39188524494
"1449","FDL02","OUT035",2217.93557561966
"1450","NCI06","OUT035",3486.90457660152
"1451","FDQ14","OUT045",2371.97845260595
"1452","FDQ12","OUT017",3392.65995765921
"1453","FDP36","OUT046",831.681902086196
"1454","FDK21","OUT027",5877.44345201621
"1455","FDO40","OUT045",2312.12750518792
"1456","NCK54","OUT019",314.713985910861
"1457","FDY09","OUT018",2776.3276653901
"1458","NCW30","OUT049",4256.97641689015
"1459","NCC55","OUT027",1266.23262432308
"1460","FDE58","OUT018",1854.24095874172
"1461","FDR39","OUT013",3387.12932807697
"1462","FDU28","OUT049",3165.89210437759
"1463","FDH08","OUT017",3605.52920763246
"1464","FDG35","OUT045",3086.48002822773
"1465","FDG22","OUT049",722.410997101589
"1466","FDC34","OUT035",3061.6193603123
"1467","FDP15","OUT018",3623.91499375313
"1468","FDK34","OUT010",572.264873465825
"1469","FDU45","OUT035",2142.68773652491
"1470","FDQ04","OUT027",1322.86113783646
"1471","FDX22","OUT018",2725.89650402919
"1472","FDB45","OUT017",1457.55753014934
"1473","NCH43","OUT027",5520.95872379693
"1474","DRE60","OUT046",3829.80789315837
"1475","FDD17","OUT027",6155.6055551715
"1476","NCM54","OUT017",2049.34231133702
"1477","NCH55","OUT013",1848.05782984956
"1478","NCT06","OUT017",3179.42490769894
"1479","FDA48","OUT027",4933.05027729366
"1480","FDY58","OUT027",6202.39262344017
"1481","FDO25","OUT045",3367.48790762469
"1482","FDN50","OUT045",1628.99345047359
"1483","FDH35","OUT035",3301.57641083475
"1484","FDK09","OUT045",3777.35629359808
"1485","FDO16","OUT013",1625.23406469368
"1486","FDW11","OUT045",1102.65402993494
"1487","FDU47","OUT027",3269.41512303936
"1488","NCQ42","OUT010",274.745695040947
"1489","FDK55","OUT027",2630.96800045371
"1490","FDN08","OUT049",1870.40147921157
"1491","FDT57","OUT045",4016.04245421365
"1492","FDJ12","OUT018",3029.67230605021
"1493","DRL59","OUT017",933.241541404452
"1494","NCN53","OUT046",858.523953710578
"1495","FDO51","OUT010",142.204574592714
"1496","FDK56","OUT017",2969.40522127274
"1497","FDY12","OUT035",824.101070062017
"1498","FDU15","OUT035",762.537046260144
"1499","FDQ19","OUT046",3684.09190914219
"1500","DRF15","OUT045",2200.07982434953
"1501","DRE25","OUT019",199.014451676714
"1502","FDK57","OUT018",1729.75808295386
"1503","FDD33","OUT010",587.226837950799
"1504","FDR34","OUT027",5992.81982790675
"1505","FDU04","OUT045",2036.43096448252
"1506","FDE35","OUT019",198.648602286633
"1507","NCD31","OUT035",3266.159231645
"1508","FDJ56","OUT035",1773.6819964449
"1509","NCU53","OUT046",2435.89797102534
"1510","FDD39","OUT035",3523.70958951818
"1511","NCU17","OUT019",249.518128449077
"1512","FDJ20","OUT046",2121.38110668693
"1513","NCW41","OUT018",2532.65995601192
"1514","FDL52","OUT035",761.053444484887
"1515","FDS39","OUT035",2266.27486441875
"1516","DRJ47","OUT045",2758.05639398414
"1517","FDP13","OUT010",136.046618203894
"1518","DRK39","OUT010",174.532638103913
"1519","FDF28","OUT010",278.18815190141
"1520","FDB09","OUT045",1553.12730461191
"1521","FDM51","OUT046",1484.27649852735
"1522","DRM49","OUT018",713.515107090442
"1523","DRF23","OUT013",2745.90792546013
"1524","DRH01","OUT035",3154.72255187938
"1525","FDH12","OUT027",2561.52800328179
"1526","FDA28","OUT019",287.001087311388
"1527","FDW37","OUT018",1308.16661874703
"1528","FDF02","OUT046",1821.80096944477
"1529","DRL37","OUT046",740.024196773431
"1530","NCF43","OUT046",1888.67450197057
"1531","FDH08","OUT010",551.298267979073
"1532","FDR34","OUT019",552.061483385865
"1533","NCK19","OUT049",3513.40385782343
"1534","NCD55","OUT018",580.675420274461
"1535","FDT27","OUT049",3436.17555907995
"1536","FDQ57","OUT045",2167.24761958422
"1537","FDA47","OUT035",2373.94759924557
"1538","DRG15","OUT027",2062.03205364457
"1539","FDE05","OUT018",1984.1602728804
"1540","FDN46","OUT046",1620.01012510833
"1541","FDX27","OUT027",2655.81957222403
"1542","FDT51","OUT045",1697.53569728339
"1543","FDU33","OUT013",785.453266106695
"1544","FDJ16","OUT027",1811.78037290067
"1545","FDD20","OUT019",312.840958936682
"1546","FDT36","OUT049",702.694069322256
"1547","DRF15","OUT027",3656.2808551574
"1548","FDN52","OUT010",202.290102503321
"1549","FDC22","OUT027",5070.97236782338
"1550","FDX15","OUT045",2610.2433407768
"1551","FDT13","OUT013",3393.29246330438
"1552","FDU04","OUT017",2189.68460691958
"1553","FDU31","OUT019",443.644077508877
"1554","FDW59","OUT027",2324.72092562471
"1555","NCO29","OUT046",2590.71991249447
"1556","FDL15","OUT035",2936.17767846504
"1557","FDI41","OUT049",2783.24809368348
"1558","FDQ48","OUT049",1763.4995360045
"1559","DRI39","OUT013",737.162546316672
"1560","FDI08","OUT013",4216.55865011708
"1561","FDC21","OUT049",1667.31606576348
"1562","FDF58","OUT035",1193.87861476723
"1563","FDS08","OUT010",442.270107091978
"1564","FDE47","OUT045",1911.55560125724
"1565","NCP18","OUT019",316.854937848999
"1566","NCR41","OUT013",1414.49204693906
"1567","FDA27","OUT013",3341.44582383875
"1568","FDA43","OUT035",3256.78864455667
"1569","FDA49","OUT045",1437.09304920672
"1570","NCE55","OUT018",2130.93875961867
"1571","DRM49","OUT027",1396.39648986919
"1572","FDF22","OUT027",5415.38281473565
"1573","FDQ15","OUT018",1262.86152732853
"1574","NCS54","OUT017",3465.2039027397
"1575","NCY05","OUT013",668.801404484577
"1576","FDR45","OUT046",3366.75322401799
"1577","FDK57","OUT049",2301.65386280343
"1578","FDF41","OUT010",554.039114083271
"1579","FDV21","OUT046",2096.53062762951
"1580","FDD51","OUT046",761.087074415389
"1581","FDF33","OUT046",2270.01295960658
"1582","FDA38","OUT046",3717.32188042218
"1583","FDR56","OUT045",3217.66393002275
"1584","NCN41","OUT017",2010.6397513218
"1585","FDC60","OUT027",2417.46823268806
"1586","FDB47","OUT045",3289.2367334907
"1587","DRH01","OUT013",3186.45824442504
"1588","FDW08","OUT046",1532.37422492543
"1589","FDF38","OUT027",1518.97520357878
"1590","FDY32","OUT017",2491.65578214823
"1591","FDG34","OUT049",1644.03296935842
"1592","FDG47","OUT019",572.993485169812
"1593","NCF18","OUT035",3098.16488316374
"1594","FDL39","OUT019",514.89818370147
"1595","NCH55","OUT035",1989.19153605927
"1596","DRJ35","OUT049",817.562798473351
"1597","FDS44","OUT035",4031.01934989764
"1598","DRE01","OUT018",3670.88995486866
"1599","FDY39","OUT013",3108.12828022063
"1600","FDY32","OUT018",2294.56464087943
"1601","FDR33","OUT027",3094.79527959218
"1602","NCP50","OUT049",1235.1626979326
"1603","FDZ47","OUT018",1469.9538272605
"1604","FDU57","OUT049",2510.69133626706
"1605","FDY44","OUT013",2943.34694848675
"1606","DRH59","OUT018",998.574079769692
"1607","FDB03","OUT027",5991.19682216362
"1608","FDY46","OUT045",2833.47431767601
"1609","FDM39","OUT045",2707.78294308162
"1610","FDY36","OUT035",1173.84089092615
"1611","NCM55","OUT035",3057.18579689058
"1612","FDJ50","OUT010",224.391702067045
"1613","DRL60","OUT013",2422.95459601785
"1614","NCJ54","OUT049",3673.72730162097
"1615","FDX59","OUT017",601.1888706817
"1616","FDI07","OUT013",3153.29593883025
"1617","DRF51","OUT010",153.939795827654
"1618","FDM14","OUT017",1766.43811766687
"1619","FDP21","OUT045",3213.3992054443
"1620","FDE40","OUT035",1163.97911843282
"1621","FDE05","OUT035",2500.07406364191
"1622","FDM13","OUT027",3078.72972467337
"1623","FDC34","OUT027",4030.83250033034
"1624","NCI55","OUT018",1905.76388237504
"1625","NCE43","OUT018",2278.39554587825
"1626","FDW58","OUT018",1567.97757233825
"1627","FDG60","OUT045",4104.46032353696
"1628","FDV31","OUT017",2367.50936872178
"1629","FDR47","OUT013",2706.53448980067
"1630","FDM60","OUT019",106.119748196676
"1631","NCF06","OUT018",3058.54071699577
"1632","NCN26","OUT027",2699.92721635767
"1633","FDQ59","OUT049",1422.11489913744
"1634","FDF09","OUT046",811.828663824531
"1635","NCS06","OUT017",4093.01627026316
"1636","FDT44","OUT046",1843.73364989713
"1637","FDI19","OUT017",3748.71494436798
"1638","FDT22","OUT017",986.599580894243
"1639","NCF54","OUT027",4580.89394232328
"1640","DRG25","OUT045",3140.30814152192
"1641","FDB59","OUT017",2997.81160017047
"1642","FDQ37","OUT017",3539.28560105299
"1643","FDP56","OUT035",766.771469629263
"1644","FDW44","OUT035",2431.75858872256
"1645","FDJ26","OUT010",563.744548698245
"1646","FDU43","OUT018",2949.2575386159
"1647","FDW33","OUT045",1421.18713948369
"1648","NCX53","OUT027",3354.27409529501
"1649","FDN56","OUT010",443.504170039583
"1650","DRF15","OUT049",2576.88252361822
"1651","FDO33","OUT017",1829.52439474261
"1652","FDZ39","OUT010",235.34505774575
"1653","NCJ19","OUT017",1099.96109891321
"1654","FDU01","OUT035",3327.95070940194
"1655","FDT12","OUT035",3946.09916463631
"1656","NCM18","OUT018",873.485121010616
"1657","FDP19","OUT017",2353.39322666881
"1658","NCR42","OUT049",635.931238331839
"1659","FDN10","OUT046",2068.1209162144
"1660","FDG44","OUT017",875.975432538628
"1661","FDQ10","OUT046",2783.65142878831
"1662","DRH13","OUT049",1492.44360189101
"1663","FDT52","OUT013",4133.52536171783
"1664","FDM56","OUT045",1862.15911959934
"1665","NCO43","OUT010",311.767570569371
"1666","NCV29","OUT035",3123.46334379781
"1667","NCF06","OUT013",4292.74000691596
"1668","FDO50","OUT035",1434.53238842245
"1669","FDT59","OUT013",3823.58243717442
"1670","FDX40","OUT027",1383.16811418632
"1671","FDE50","OUT017",3516.50464060208
"1672","FDX51","OUT017",3073.77689371557
"1673","NCD30","OUT018",1454.41125450018
"1674","FDK15","OUT013",1727.73690762692
"1675","FDL12","OUT045",1180.5796685239
"1676","FDK46","OUT017",3976.21842859096
"1677","DRH49","OUT010",185.139878732706
"1678","FDQ57","OUT046",2570.27276030995
"1679","FDY59","OUT017",1782.48026135952
"1680","FDO09","OUT018",3664.17054186305
"1681","NCG30","OUT035",1918.10949219391
"1682","FDM09","OUT017",2670.90016785627
"1683","NCN17","OUT027",2793.64877804155
"1684","NCS42","OUT013",1478.52044551583
"1685","FDD02","OUT019",310.876534904648
"1686","FDE34","OUT013",3436.29487640783
"1687","FDU38","OUT045",2906.90162062996
"1688","FDB33","OUT046",2654.79451333017
"1689","NCJ29","OUT017",1341.76003571531
"1690","FDZ27","OUT035",736.175091833708
"1691","FDI40","OUT013",1707.32006403838
"1692","FDG22","OUT013",724.887751227577
"1693","FDT51","OUT017",1651.39413329933
"1694","FDF20","OUT018",3076.01212666011
"1695","FDV50","OUT035",1682.6855391374
"1696","FDT02","OUT049",702.912359474267
"1697","DRC49","OUT017",2397.99128753997
"1698","FDF26","OUT049",2484.18799740378
"1699","FDV52","OUT035",1717.84832945931
"1700","FDX59","OUT049",718.957436592786
"1701","FDV25","OUT035",4157.69648880274
"1702","FDW23","OUT027",1341.76231756926
"1703","FDE53","OUT018",1415.60150348452
"1704","FDA19","OUT017",1980.15894883593
"1705","FDH22","OUT046",1984.89841258173
"1706","NCO41","OUT013",1507.12800546997
"1707","FDX12","OUT017",4069.78987307681
"1708","FDF17","OUT013",3086.10681584291
"1709","FDS11","OUT045",3992.48537648761
"1710","FDR51","OUT035",2638.15980900887
"1711","FDT49","OUT010",249.307792174059
"1712","FDC56","OUT013",1986.34712013611
"1713","FDR13","OUT027",2792.91889109363
"1714","FDQ60","OUT035",2192.80679353484
"1715","FDN38","OUT049",3890.25938996409
"1716","NCL29","OUT013",2343.97379052723
"1717","FDO13","OUT027",3910.97399162858
"1718","FDE26","OUT018",1978.94891438847
"1719","FDA31","OUT010",436.590133550328
"1720","FDX14","OUT035",1406.37948801366
"1721","FDA34","OUT045",3364.29189502721
"1722","FDF26","OUT013",2385.61366452608
"1723","FDE38","OUT045",2359.09095116072
"1724","DRI11","OUT046",2166.28312775045
"1725","FDQ60","OUT027",2771.45529340024
"1726","FDL21","OUT027",1468.19871210631
"1727","DRC12","OUT027",5589.14803025478
"1728","FDC47","OUT046",3350.93214754765
"1729","FDE57","OUT045",1856.55669258238
"1730","FDT14","OUT045",2280.10547147676
"1731","NCZ53","OUT046",3596.82533319475
"1732","FDE28","OUT018",3710.51232802024
"1733","FDR19","OUT035",2712.78999191152
"1734","NCF54","OUT019",387.987049485596
"1735","FDZ08","OUT046",1196.06725240169
"1736","NCJ05","OUT018",2616.38976636852
"1737","FDF59","OUT046",1895.77792001137
"1738","NCO05","OUT035",2150.90037719748
"1739","FDW24","OUT018",793.162000863173
"1740","NCX42","OUT018",2855.46673637109
"1741","NCA53","OUT035",744.9867678351
"1742","FDI45","OUT019",490.705107122265
"1743","FDG46","OUT046",2303.30502915784
"1744","FDM20","OUT010",587.048767197351
"1745","FDW11","OUT010",229.327418932514
"1746","FDX08","OUT035",2923.04581646463
"1747","NCK17","OUT035",645.160729403557
"1748","FDK32","OUT018",2350.2850101931
"1749","NCA42","OUT035",2784.8347823365
"1750","DRI01","OUT035",2891.31797995955
"1751","NCL55","OUT049",4207.9000695327
"1752","DRE25","OUT018",1286.5612810377
"1753","FDD14","OUT017",3076.59977395421
"1754","FDB10","OUT046",3473.60528856579
"1755","DRN11","OUT035",2482.3149969967
"1756","FDP38","OUT018",772.363841839431
"1757","NCA30","OUT017",3062.14662738648
"1758","FDT15","OUT017",2974.71114948708
"1759","NCP55","OUT018",802.146552447994
"1760","FDF12","OUT035",2111.28347540205
"1761","FDM21","OUT018",3419.12792578779
"1762","FDX56","OUT035",3594.901049139
"1763","FDF10","OUT017",2573.63917719666
"1764","FDT32","OUT045",3484.66184179919
"1765","FDM51","OUT018",1343.05469230212
"1766","NCR50","OUT018",2370.59866875971
"1767","FDI19","OUT049",3671.80026860084
"1768","FDX21","OUT017",1713.32573040499
"1769","FDR31","OUT035",2525.32210962942
"1770","FDY02","OUT013",3964.01229521846
"1771","NCA29","OUT045",3419.11325639317
"1772","NCX17","OUT046",3313.1854249669
"1773","FDM12","OUT045",2411.3099906841
"1774","FDI53","OUT027",3912.71001590743
"1775","NCU30","OUT049",2827.93300135127
"1776","FDC56","OUT027",3312.75919359318
"1777","FDK27","OUT018",1643.8154211839
"1778","NCK18","OUT017",3375.15520109837
"1779","FDB52","OUT019",509.452603522666
"1780","DRG25","OUT027",5741.91573004058
"1781","FDZ13","OUT049",998.807260912846
"1782","FDB57","OUT019",492.605409947309
"1783","FDR40","OUT046",1362.32556009404
"1784","NCO14","OUT019",134.959774449025
"1785","NCN19","OUT045",2801.65137645984
"1786","FDQ28","OUT019",326.253583861946
"1787","FDO13","OUT018",2343.69655927589
"1788","FDK48","OUT013",1184.67834024928
"1789","FDU07","OUT018",2186.74791539362
"1790","FDW20","OUT046",1996.24078562608
"1791","FDV12","OUT010",211.92750212697
"1792","FDH24","OUT013",2421.89832543784
"1793","FDV59","OUT049",3788.68269079463
"1794","FDK57","OUT045",1782.74294678159
"1795","FDL16","OUT027",1468.16208655879
"1796","NCQ17","OUT046",2416.11810722382
"1797","FDJ15","OUT018",2622.0119676618
"1798","FDX24","OUT049",1569.32176137766
"1799","FDT47","OUT046",1914.68392912568
"1800","FDT10","OUT049",983.350286876317
"1801","FDZ37","OUT018",1278.24465489943
"1802","FDW43","OUT027",6107.31685267881
"1803","DRN36","OUT017",1658.22027184592
"1804","FDJ14","OUT045",1317.65852955815
"1805","FDA32","OUT013",3530.77038654952
"1806","FDJ38","OUT019",543.135960630705
"1807","FDQ57","OUT017",2228.2863001214
"1808","NCQ41","OUT019",563.238334045892
"1809","FDG56","OUT049",995.394677511961
"1810","DRC13","OUT027",2965.2131942749
"1811","FDV55","OUT035",2520.67820069087
"1812","FDQ49","OUT045",2291.82107038188
"1813","FDE29","OUT010",179.587333507263
"1814","FDR03","OUT013",3528.14357732844
"1815","FDD45","OUT049",1500.59368360803
"1816","FDN38","OUT010",639.327235669383
"1817","FDT56","OUT046",791.729069808281
"1818","FDT48","OUT045",3129.24530206429
"1819","FDU03","OUT049",3325.30380709225
"1820","FDC56","OUT010",240.324844264752
"1821","NCO43","OUT027",2426.39024351152
"1822","FDQ27","OUT017",1871.76640294404
"1823","FDR03","OUT046",2813.30882494739
"1824","DRH23","OUT010",175.103682759888
"1825","FDG22","OUT045",677.455263180933
"1826","NCJ42","OUT013",1342.94716456555
"1827","FDR24","OUT046",1519.01642158766
"1828","FDW60","OUT035",3075.85586471932
"1829","FDJ08","OUT013",3292.34444788016
"1830","DRL59","OUT018",836.27353685462
"1831","FDG60","OUT010",576.039146472869
"1832","FDW27","OUT017",2461.65151478388
"1833","FDX14","OUT018",1188.00522603842
"1834","FDC20","OUT013",808.688480063495
"1835","NCS29","OUT018",3515.03500308646
"1836","FDJ56","OUT046",1416.30817248611
"1837","FDB20","OUT019",235.329993906144
"1838","FDL28","OUT027",5704.63470964404
"1839","FDW01","OUT018",2097.27925287068
"1840","FDL03","OUT046",2956.11519925683
"1841","FDX22","OUT049",4323.19469302947
"1842","FDJ21","OUT035",2876.88336245951
"1843","FDR31","OUT045",2439.38682575814
"1844","FDG21","OUT035",3175.31878468315
"1845","FDS22","OUT027",1468.64700287646
"1846","FDK08","OUT035",1617.12436427459
"1847","FDE17","OUT018",2160.52993239496
"1848","NCN30","OUT017",1421.77046829135
"1849","FDT50","OUT046",1340.74190711932
"1850","NCX42","OUT049",2923.12334602878
"1851","FDJ12","OUT035",3507.50275826483
"1852","NCA18","OUT027",2662.30655514194
"1853","FDP23","OUT019",477.246938544302
"1854","FDX12","OUT013",3945.14112912642
"1855","FDN40","OUT018",2282.86321714425
"1856","FDV48","OUT035",1351.11176836942
"1857","NCY54","OUT013",2954.88008798916
"1858","FDL16","OUT010",176.286806457525
"1859","FDR45","OUT018",2479.43883699223
"1860","FDJ52","OUT046",2611.66482371809
"1861","DRG01","OUT017",1348.75288915452
"1862","FDP52","OUT013",3965.25608230458
"1863","FDU58","OUT017",3057.11311047297
"1864","FDL02","OUT045",1630.61236514314
"1865","FDG28","OUT013",4148.14393851322
"1866","FDA19","OUT035",2110.5909129138
"1867","FDW46","OUT027",2108.11158625378
"1868","NCD43","OUT049",1551.49977769157
"1869","DRG39","OUT013",795.614097652603
"1870","NCF55","OUT049",768.859900704469
"1871","FDJ07","OUT046",1988.95509062533
"1872","FDE08","OUT046",2284.76147950715
"1873","FDP56","OUT019",160.408337267529
"1874","FDT45","OUT045",795.197258161834
"1875","FDF17","OUT018",2920.0818679698
"1876","FDX44","OUT046",1369.61832777856
"1877","FDM28","OUT027",5256.44433724139
"1878","FDI36","OUT049",3276.73018326723
"1879","FDS07","OUT045",1824.29210136325
"1880","FDD36","OUT045",2010.50762069855
"1881","FDW11","OUT046",1048.72804931138
"1882","FDN40","OUT049",2145.52599662636
"1883","NCQ18","OUT049",1745.70800617012
"1884","NCQ54","OUT017",3278.18446690447
"1885","NCS42","OUT045",1840.27223688306
"1886","DRH39","OUT010",208.743227839483
"1887","FDC09","OUT027",2745.74344765486
"1888","FDT08","OUT010",350.255216438109
"1889","FDC08","OUT035",3988.48097568662
"1890","FDT20","OUT017",677.855316187056
"1891","FDS35","OUT035",1216.69751009338
"1892","FDX58","OUT018",3229.97314098319
"1893","FDW58","OUT046",1754.66842854198
"1894","DRD27","OUT046",1433.5106809557
"1895","FDH32","OUT019",211.779658912752
"1896","FDS26","OUT035",4601.42399847967
"1897","FDQ31","OUT046",1418.39505473225
"1898","FDP11","OUT018",3391.35646020647
"1899","FDD58","OUT017",1695.80728510118
"1900","FDM33","OUT045",3398.58009809883
"1901","FDZ16","OUT049",3629.58237024807
"1902","NCS29","OUT010",561.136717533167
"1903","NCM18","OUT019",193.894665171074
"1904","FDP11","OUT049",3423.48579435219
"1905","NCC42","OUT017",2253.77939597967
"1906","DRM23","OUT046",2561.74188113029
"1907","NCN55","OUT027",4562.15251275528
"1908","FDK46","OUT013",4188.40190453093
"1909","FDR01","OUT046",3774.36691652309
"1910","NCA05","OUT045",1737.9441943479
"1911","NCP43","OUT017",2856.82559331437
"1912","FDR12","OUT010",382.505781221915
"1913","FDQ01","OUT013",3597.86165558872
"1914","FDM13","OUT046",1932.07342528577
"1915","FDQ19","OUT017",3938.15916764556
"1916","FDK56","OUT019",485.891351661483
"1917","NCX06","OUT010",457.313300715665
"1918","FDO56","OUT027",3182.96866288202
"1919","FDU45","OUT045",2113.43763689717
"1920","FDI16","OUT019",162.683643861837
"1921","FDL32","OUT046",1988.27050492619
"1922","FDA07","OUT046",2410.87641154492
"1923","FDA14","OUT045",2288.48581189875
"1924","FDV46","OUT027",3474.79310754158
"1925","NCO07","OUT035",3184.02273055097
"1926","NCP41","OUT046",1898.0345556987
"1927","FDY60","OUT018",1638.39564170523
"1928","FDN38","OUT017",3583.8633675287
"1929","FDO15","OUT046",1250.51512886982
"1930","FDT60","OUT013",2280.04246191639
"1931","FDA55","OUT035",4596.50574116987
"1932","FDE02","OUT010",210.276563273249
"1933","DRJ39","OUT049",3812.02932482682
"1934","FDV34","OUT035",1221.33611353878
"1935","FDS20","OUT027",5721.31277644031
"1936","FDF02","OUT027",2871.60034609659
"1937","FDW40","OUT017",2688.37153337241
"1938","NCB43","OUT046",2650.90386297582
"1939","FDR58","OUT017",1570.34422473886
"1940","DRJ59","OUT035",762.806252011027
"1941","NCD30","OUT017",1758.58955038802
"1942","FDE14","OUT017",1814.43834519031
"1943","FDC28","OUT018",1395.00876283841
"1944","FDU16","OUT018",1326.4241343891
"1945","NCD19","OUT035",879.122699749705
"1946","FDU21","OUT046",735.876075062563
"1947","FDV59","OUT027",5092.02096198927
"1948","FDU03","OUT045",2995.52258121296
"1949","FDC33","OUT010",510.030479355486
"1950","NCR42","OUT035",460.245097824655
"1951","DRH59","OUT035",1265.82159230425
"1952","NCM31","OUT035",2472.42759172839
"1953","FDS50","OUT035",3706.79553394887
"1954","FDP39","OUT046",901.347323669024
"1955","FDQ55","OUT013",1926.73367733382
"1956","FDV36","OUT019",288.166737960816
"1957","FDI05","OUT027",2229.50351681395
"1958","FDS45","OUT027",2590.83952493354
"1959","FDA39","OUT045",764.878724263391
"1960","FDC37","OUT010",224.993857479519
"1961","FDJ60","OUT027",4289.16596884182
"1962","DRQ35","OUT046",2119.07077993125
"1963","NCJ06","OUT046",2002.7183079999
"1964","NCY42","OUT018",2165.04890820588
"1965","DRM37","OUT049",3377.2859474439
"1966","FDR14","OUT045",844.738730693316
"1967","FDE51","OUT049",755.341521031451
"1968","FDT33","OUT017",2916.76836394039
"1969","FDR08","OUT013",1693.00667553278
"1970","FDE36","OUT010",436.135527238887
"1971","FDL22","OUT019",264.494060320043
"1972","FDR44","OUT013",2223.8820569078
"1973","FDI56","OUT019",256.71223375885
"1974","FDE47","OUT010",303.959079752446
"1975","FDV27","OUT010",217.146249452185
"1976","FDV10","OUT049",843.657410024559
"1977","FDC40","OUT045",1339.28257021803
"1978","NCX41","OUT013",3284.47692875606
"1979","NCQ38","OUT027",2644.52928531447
"1980","FDV12","OUT027",2654.69626257976
"1981","FDE52","OUT017",1469.25111120867
"1982","FDG20","OUT027",4615.38380932222
"1983","FDV16","OUT027",1335.17941721976
"1984","FDI32","OUT017",2278.8882267094
"1985","FDJ32","OUT049",903.145508825449
"1986","FDN39","OUT018",2430.49360821434
"1987","FDY34","OUT017",2994.98906697677
"1988","FDC14","OUT035",771.732182917522
"1989","FDA55","OUT017",5164.31626515628
"1990","FDZ50","OUT010",643.639614400807
"1991","DRG13","OUT049",2287.57404720886
"1992","FDP01","OUT013",2377.49801090558
"1993","NCG54","OUT017",2722.98620460077
"1994","FDM13","OUT045",1598.06010331662
"1995","NCO18","OUT027",5181.86159696617
"1996","NCW41","OUT013",2644.33804806565
"1997","FDM52","OUT027",3840.03506643394
"1998","NCF55","OUT035",644.348167487359
"1999","FDT09","OUT046",2070.51465068646
"2000","NCM19","OUT035",1793.11977303485
"2001","FDW12","OUT018",1963.87206609753
"2002","FDP15","OUT019",685.580269860846
"2003","FDK36","OUT045",826.041373978923
"2004","FDZ25","OUT035",2948.43830707304
"2005","NCW06","OUT049",3320.89797079567
"2006","FDW60","OUT046",3327.72575055226
"2007","DRC49","OUT013",2613.85919277274
"2008","NCT17","OUT035",2884.51395857001
"2009","NCN06","OUT018",2390.8402104704
"2010","FDC45","OUT013",2780.37029503823
"2011","DRJ47","OUT019",535.55733954135
"2012","NCF06","OUT045",4013.14955213557
"2013","FDE21","OUT010",281.705743170114
"2014","DRG27","OUT013",698.720522657864
"2015","FDW40","OUT049",2097.1862521709
"2016","NCO53","OUT046",2820.67235802269
"2017","FDE23","OUT049",829.205702212577
"2018","FDQ16","OUT046",1813.97312052926
"2019","FDS26","OUT045",4041.44880083796
"2020","FDZ13","OUT010",150.935925251068
"2021","FDS14","OUT049",2416.49277252741
"2022","FDC10","OUT045",1421.78762222474
"2023","FDY16","OUT049",3236.84533889689
"2024","FDJ20","OUT035",2189.11203479638
"2025","FDV43","OUT035",695.429529529436
"2026","FDZ32","OUT027",2791.61745931127
"2027","FDR23","OUT046",2658.28291368828
"2028","FDN24","OUT035",925.664982225019
"2029","FDE34","OUT027",5167.41854842228
"2030","FDU31","OUT013",3245.51506822791
"2031","FDW33","OUT018",1592.42869784177
"2032","FDU26","OUT046",1778.99346391266
"2033","FDE20","OUT027",4373.43801925074
"2034","NCW05","OUT035",2329.68670667516
"2035","FDB22","OUT018",2347.38476243141
"2036","FDO56","OUT046",2252.75237098748
"2037","FDA19","OUT027",3793.83092942893
"2038","DRI39","OUT045",904.280126672892
"2039","FDH52","OUT018",826.65792603056
"2040","FDZ50","OUT035",3841.33917532762
"2041","NCN42","OUT035",2641.69658479282
"2042","FDB53","OUT013",2488.30600207058
"2043","DRG11","OUT017",1955.14044198629
"2044","DRK11","OUT027",3698.83159439679
"2045","FDQ60","OUT017",2032.78158711151
"2046","FDT36","OUT017",707.907597972542
"2047","DRG25","OUT018",2829.24860293411
"2048","DRJ23","OUT046",3035.51654279727
"2049","FDG05","OUT035",2381.99548969111
"2050","NCK06","OUT018",2022.23751084899
"2051","FDU52","OUT017",2443.22291519172
"2052","FDW07","OUT018",1265.96448837651
"2053","NCM17","OUT045",779.599210121805
"2054","FDA22","OUT045",3171.91711277715
"2055","NCA41","OUT018",2777.23510389328
"2056","FDF38","OUT035",811.498842088247
"2057","FDH52","OUT046",1065.69800203868
"2058","FDY58","OUT019",527.62800703092
"2059","FDZ16","OUT045",3481.20578070228
