"","testing_bsm.Item_Identifier","testing_bsm.Outlet_Identifier","predict_lm"
"1415","NCX54","OUT013",1620.36582624416
"1416","DRE01","OUT013",3727.62241487629
"1417","NCB07","OUT045",3072.89631245301
"1418","FDU50","OUT035",1873.11232907999
"1419","FDG40","OUT035",633.431735561643
"1420","FDW10","OUT018",2514.58166064908
"1421","FDX51","OUT013",3115.92838127104
"1422","NCP17","OUT045",1088.14914433482
"1423","FDP21","OUT035",3074.05374641904
"1424","FDL04","OUT045",1725.59431361685
"1425","FDV23","OUT013",1976.90051814882
"1426","FDF24","OUT046",1404.42409628428
"1427","FDH56","OUT027",3348.4028436794
"1428","FDB51","OUT049",1091.88404196621
"1429","FDI58","OUT027",3028.37178060053
"1430","FDR20","OUT013",852.453632621371
"1431","FDC51","OUT018",1717.46675708414
"1432","FDB16","OUT027",2886.99283965358
"1433","FDE40","OUT049",1032.92287039397
"1434","NCM17","OUT035",756.143320276251
"1435","FDU56","OUT035",3028.20834576515
"1436","FDS32","OUT019",423.881110843265
"1437","FDX02","OUT049",3609.52885871031
"1438","FDT39","OUT027",3961.42042201066
"1439","FDE35","OUT017",1180.3978331686
"1440","NCI42","OUT019",1414.63630013953
"1441","DRL23","OUT046",1780.4261750054
"1442","FDA10","OUT046",1946.45639583249
"1443","FDA11","OUT013",1589.23051279422
"1444","NCM06","OUT046",2413.74811788136
"1445","NCT05","OUT035",4116.36832330788
"1446","NCQ02","OUT010",1054.43683834922
"1447","NCY06","OUT049",2071.02563267598
"1448","FDY56","OUT035",3646.44104584904
"1449","FDL02","OUT035",1771.02764068316
"1450","NCI06","OUT035",2827.20358023862
"1451","FDQ14","OUT045",2441.90714049409
"1452","FDQ12","OUT017",3748.57144965081
"1453","FDP36","OUT046",851.761147115934
"1454","FDK21","OUT027",5491.88066619961
"1455","FDO40","OUT045",2406.0339019631
"1456","NCK54","OUT019",-69.7966900767067
"1457","FDY09","OUT018",2564.59196044852
"1458","NCW30","OUT049",4142.94808101942
"1459","NCC55","OUT027",2025.93562136232
"1460","FDE58","OUT018",1620.7361926179
"1461","FDR39","OUT013",2921.83616563427
"1462","FDU28","OUT049",2982.50191881254
"1463","FDH08","OUT017",3765.95410205869
"1464","FDG35","OUT045",3085.52543381422
"1465","FDG22","OUT049",700.884765644895
"1466","FDC34","OUT035",2489.69033244726
"1467","FDP15","OUT018",3733.083784068
"1468","FDK34","OUT010",1893.42438667191
"1469","FDU45","OUT035",1947.18432455077
"1470","FDQ04","OUT027",2116.24617930787
"1471","FDX22","OUT018",3079.06310607446
"1472","FDB45","OUT017",1829.41384790307
"1473","NCH43","OUT027",4840.48661552172
"1474","DRE60","OUT046",3493.30457353454
"1475","FDD17","OUT027",5206.36808967609
"1476","NCM54","OUT017",2067.22699381229
"1477","NCH55","OUT013",1989.48924264475
"1478","NCT06","OUT017",2628.34646111587
"1479","FDA48","OUT027",4977.54602145809
"1480","FDY58","OUT027",5120.16864304221
"1481","FDO25","OUT045",3451.58893640185
"1482","FDN50","OUT045",1675.01876736233
"1483","FDH35","OUT035",2847.85564716032
"1484","FDK09","OUT045",3681.34549296752
"1485","FDO16","OUT013",1345.2436219549
"1486","FDW11","OUT045",1147.59191425514
"1487","FDU47","OUT027",3744.18243481039
"1488","NCQ42","OUT010",84.8952457660213
"1489","FDK55","OUT027",2961.18783558472
"1490","FDN08","OUT049",1951.85800963754
"1491","FDT57","OUT045",3892.15789980273
"1492","FDJ12","OUT018",3047.09812696265
"1493","DRL59","OUT017",1007.30989949692
"1494","NCN53","OUT046",623.56554861857
"1495","FDO51","OUT010",-1119.26549711934
"1496","FDK56","OUT017",3071.10246627375
"1497","FDY12","OUT035",901.791518953029
"1498","FDU15","OUT035",713.680909894301
"1499","FDQ19","OUT046",3935.11249227299
"1500","DRF15","OUT045",2524.51980137529
"1501","DRE25","OUT019",-442.667740122494
"1502","FDK57","OUT018",1629.45226069652
"1503","FDD33","OUT010",1714.8580541993
"1504","FDR34","OUT027",5142.47991461819
"1505","FDU04","OUT045",2048.38471808346
"1506","FDE35","OUT019",-716.085457713465
"1507","NCD31","OUT035",2606.94396301062
"1508","FDJ56","OUT035",1624.14292869676
"1509","NCU53","OUT046",2628.43436762705
"1510","FDD39","OUT035",3444.97149245985
"1511","NCU17","OUT019",-303.474101610822
"1512","FDJ20","OUT046",2015.44717842978
"1513","NCW41","OUT018",2216.83742396715
"1514","FDL52","OUT035",689.622187403174
"1515","FDS39","OUT035",2348.06808917842
"1516","DRJ47","OUT045",2846.22696567827
"1517","FDP13","OUT010",-1270.19531802153
"1518","DRK39","OUT010",-582.460003709537
"1519","FDF28","OUT010",91.2471155190855
"1520","FDB09","OUT045",2107.3880419796
"1521","FDM51","OUT046",1676.31145735664
"1522","DRM49","OUT018",398.645731773406
"1523","DRF23","OUT013",2771.98461534147
"1524","DRH01","OUT035",2759.27378922287
"1525","FDH12","OUT027",3219.79152569122
"1526","FDA28","OUT019",84.7101995379196
"1527","FDW37","OUT018",1196.72578321391
"1528","FDF02","OUT046",1732.61390636101
"1529","DRL37","OUT046",752.953580168858
"1530","NCF43","OUT046",2224.80035475392
"1531","FDH08","OUT010",1803.94507091546
"1532","FDR34","OUT019",1791.99283635889
"1533","NCK19","OUT049",3099.81558844505
"1534","NCD55","OUT018",394.140716968746
"1535","FDT27","OUT049",3763.11129497449
"1536","FDQ57","OUT045",2437.908597635
"1537","FDA47","OUT035",2630.71338277792
"1538","DRG15","OUT027",2504.71114388081
"1539","FDE05","OUT018",2032.44049475036
"1540","FDN46","OUT046",1609.04416618233
"1541","FDX27","OUT027",2938.85624763254
"1542","FDT51","OUT045",1913.77077959741
"1543","FDU33","OUT013",719.534756548392
"1544","FDJ16","OUT027",2400.78983388967
"1545","FDD20","OUT019",147.467726929632
"1546","FDT36","OUT049",639.617630505527
"1547","DRF15","OUT027",3923.11415971704
"1548","FDN52","OUT010",-573.312250687994
"1549","FDC22","OUT027",4478.08302858749
"1550","FDX15","OUT045",2592.78090286893
"1551","FDT13","OUT013",3059.95203314647
"1552","FDU04","OUT017",2046.81580323666
"1553","FDU31","OUT019",1601.43738115504
"1554","FDW59","OUT027",2892.09187553503
"1555","NCO29","OUT046",2644.59166948207
"1556","FDL15","OUT035",2503.60181059762
"1557","FDI41","OUT049",2358.1052356959
"1558","FDQ48","OUT049",1682.66980561703
"1559","DRI39","OUT013",893.508285619508
"1560","FDI08","OUT013",3996.78644592669
"1561","FDC21","OUT049",1886.84026822726
"1562","FDF58","OUT035",1134.94452290948
"1563","FDS08","OUT010",977.812995250246
"1564","FDE47","OUT045",2249.67960120692
"1565","NCP18","OUT019",494.828363377899
"1566","NCR41","OUT013",1540.56178846154
"1567","FDA27","OUT013",4028.72649284288
"1568","FDA43","OUT035",3168.6537037308
"1569","FDA49","OUT045",1556.24093861828
"1570","NCE55","OUT018",2474.62348988185
"1571","DRM49","OUT027",2177.46311553078
"1572","FDF22","OUT027",4890.00900909227
"1573","FDQ15","OUT018",975.846058429003
"1574","NCS54","OUT017",2800.14936274493
"1575","NCY05","OUT013",599.190998723494
"1576","FDR45","OUT046",3850.82789746261
"1577","FDK57","OUT049",2011.28793848981
"1578","FDF41","OUT010",1881.47021244386
"1579","FDV21","OUT046",2043.73419854838
"1580","FDD51","OUT046",744.487544458233
"1581","FDF33","OUT046",2150.6281661179
"1582","FDA38","OUT046",3815.6241828315
"1583","FDR56","OUT045",3171.28163937597
"1584","NCN41","OUT017",2018.36653118675
"1585","FDC60","OUT027",2901.13334797179
"1586","FDB47","OUT045",3392.75821564659
"1587","DRH01","OUT013",2748.45514835547
"1588","FDW08","OUT046",1697.11894463915
"1589","FDF38","OUT027",2234.08869198866
"1590","FDY32","OUT017",2675.62526965588
"1591","FDG34","OUT049",1858.9182493678
"1592","FDG47","OUT019",2375.24260204239
"1593","NCF18","OUT035",2976.9999761701
"1594","FDL39","OUT019",965.203621015825
"1595","NCH55","OUT035",2020.54961953567
"1596","DRJ35","OUT049",1080.83431400017
"1597","FDS44","OUT035",3802.68873712362
"1598","DRE01","OUT018",3434.66465583373
"1599","FDY39","OUT013",2946.39420691566
"1600","FDY32","OUT018",2282.66329800866
"1601","FDR33","OUT027",3308.32884112602
"1602","NCP50","OUT049",1376.30184654707
"1603","FDZ47","OUT018",1325.25654525163
"1604","FDU57","OUT049",2487.24733773244
"1605","FDY44","OUT013",3147.50039634087
"1606","DRH59","OUT018",941.258301603061
"1607","FDB03","OUT027",5204.36679076573
"1608","FDY46","OUT045",3044.58292957052
"1609","FDM39","OUT045",2870.57015925685
"1610","FDY36","OUT035",1343.6956154373
"1611","NCM55","OUT035",2939.21309121505
"1612","FDJ50","OUT010",-908.02533334386
"1613","DRL60","OUT013",2415.23299081259
"1614","NCJ54","OUT049",3666.60144149716
"1615","FDX59","OUT017",718.097939095195
"1616","FDI07","OUT013",3166.19640251468
"1617","DRF51","OUT010",-1382.91946874734
"1618","FDM14","OUT017",1951.56858810416
"1619","FDP21","OUT045",3077.12369774881
"1620","FDE40","OUT035",1061.88364021319
"1621","FDE05","OUT035",2391.76092445386
"1622","FDM13","OUT027",3645.85579099116
"1623","FDC34","OUT027",3916.67394382863
"1624","NCI55","OUT018",1649.26535439236
"1625","NCE43","OUT018",2300.98910198346
"1626","FDW58","OUT018",1492.52894416567
"1627","FDG60","OUT045",3792.89833573446
"1628","FDV31","OUT017",2863.03325114451
"1629","FDR47","OUT013",3096.37870174689
"1630","FDM60","OUT019",-1168.75938151354
"1631","NCF06","OUT018",3753.24531920851
"1632","NCN26","OUT027",3282.3982082558
"1633","FDQ59","OUT049",1493.95615413952
"1634","FDF09","OUT046",729.472768289145
"1635","NCS06","OUT017",4206.09298501242
"1636","FDT44","OUT046",1931.19932533974
"1637","FDI19","OUT017",3965.0676368206
"1638","FDT22","OUT017",1025.24094802384
"1639","NCF54","OUT027",4137.03210183833
"1640","DRG25","OUT045",3057.23954658952
"1641","FDB59","OUT017",3266.31920017795
"1642","FDQ37","OUT017",3198.34931639383
"1643","FDP56","OUT035",909.506310768246
"1644","FDW44","OUT035",2843.51920242475
"1645","FDJ26","OUT010",1506.72185691794
"1646","FDU43","OUT018",3508.55321269909
"1647","FDW33","OUT045",1771.37012715134
"1648","NCX53","OUT027",3769.00513485723
"1649","FDN56","OUT010",425.534271267722
"1650","DRF15","OUT049",2506.57468984261
"1651","FDO33","OUT017",1889.08372714431
"1652","FDZ39","OUT010",-160.119924224549
"1653","NCJ19","OUT017",935.089186622306
"1654","FDU01","OUT035",3040.0075551794
"1655","FDT12","OUT035",3636.59296602594
"1656","NCM18","OUT018",654.412103016203
"1657","FDP19","OUT017",2115.04908217746
"1658","NCR42","OUT049",584.767461031532
"1659","FDN10","OUT046",1957.29515798909
"1660","FDG44","OUT017",1012.35782480393
"1661","FDQ10","OUT046",2789.31476411594
"1662","DRH13","OUT049",1776.85161896487
"1663","FDT52","OUT013",3852.33949636909
"1664","FDM56","OUT045",1869.6716580305
"1665","NCO43","OUT010",-276.539634646677
"1666","NCV29","OUT035",2841.4482379156
"1667","NCF06","OUT013",4064.35881977395
"1668","FDO50","OUT035",1584.13591135347
"1669","FDT59","OUT013",3698.02425172959
"1670","FDX40","OUT027",2058.73502405806
"1671","FDE50","OUT017",3141.00956640202
"1672","FDX51","OUT017",3250.75455809368
"1673","NCD30","OUT018",1261.97572090651
"1674","FDK15","OUT013",1606.72374253082
"1675","FDL12","OUT045",1090.53993163734
"1676","FDK46","OUT017",4170.36000705376
"1677","DRH49","OUT010",-551.962472675195
"1678","FDQ57","OUT046",2409.43450076992
"1679","FDY59","OUT017",1654.5579060555
"1680","FDO09","OUT018",3814.38333875056
"1681","NCG30","OUT035",1974.22420691984
"1682","FDM09","OUT017",2771.61760172787
"1683","NCN17","OUT027",3085.40419039779
"1684","NCS42","OUT013",1382.39736454539
"1685","FDD02","OUT019",47.6890237387169
"1686","FDE34","OUT013",2878.09078454794
"1687","FDU38","OUT045",3125.91677521449
"1688","FDB33","OUT046",2608.26519548015
"1689","NCJ29","OUT017",1451.42666992452
"1690","FDZ27","OUT035",887.615059308693
"1691","FDI40","OUT013",1538.96761595359
"1692","FDG22","OUT013",676.949667878764
"1693","FDT51","OUT017",1918.40777750454
"1694","FDF20","OUT018",2921.40554416685
"1695","FDV50","OUT035",1965.3137000307
"1696","FDT02","OUT049",706.939509314214
"1697","DRC49","OUT017",2382.32163924001
"1698","FDF26","OUT049",2558.65381684335
"1699","FDV52","OUT035",1926.30504699316
"1700","FDX59","OUT049",713.055218078136
"1701","FDV25","OUT035",3638.48873050376
"1702","FDW23","OUT027",2156.5628993116
"1703","FDE53","OUT018",1447.32245864807
"1704","FDA19","OUT017",2217.26765785867
"1705","FDH22","OUT046",2010.32998444602
"1706","NCO41","OUT013",1579.86038863778
"1707","FDX12","OUT017",3957.54916603841
"1708","FDF17","OUT013",3107.74229428685
"1709","FDS11","OUT045",3608.72399244867
"1710","FDR51","OUT035",2379.44521610958
"1711","FDT49","OUT010",-264.227848187686
"1712","FDC56","OUT013",1926.62595923488
"1713","FDR13","OUT027",3434.91791037153
"1714","FDQ60","OUT035",1982.58104809651
"1715","FDN38","OUT049",4031.18956742559
"1716","NCL29","OUT013",2446.8689620656
"1717","FDO13","OUT027",4132.28965175895
"1718","FDE26","OUT018",2053.58623213941
"1719","FDA31","OUT010",834.584672020972
"1720","FDX14","OUT035",1270.2579802895
"1721","FDA34","OUT045",3021.8342765843
"1722","FDF26","OUT013",2511.4043349722
"1723","FDE38","OUT045",2813.78326723825
"1724","DRI11","OUT046",1888.22488116605
"1725","FDQ60","OUT027",3379.81633332641
"1726","FDL21","OUT027",2205.42033414132
"1727","DRC12","OUT027",4528.49856623029
"1728","FDC47","OUT046",3606.91429916087
"1729","FDE57","OUT045",2347.76501564812
"1730","FDT14","OUT045",1970.07305792483
"1731","NCZ53","OUT046",3030.47589472847
"1732","FDE28","OUT018",3277.10343402425
"1733","FDR19","OUT035",2326.98035746199
"1734","NCF54","OUT019",802.642906144971
"1735","FDZ08","OUT046",1354.31543847885
"1736","NCJ05","OUT018",2153.52391095896
"1737","FDF59","OUT046",2224.69142483814
"1738","NCO05","OUT035",1655.35671416267
"1739","FDW24","OUT018",591.068986829252
"1740","NCX42","OUT018",2327.37441989205
"1741","NCA53","OUT035",868.743204908047
"1742","FDI45","OUT019",974.292677850994
"1743","FDG46","OUT046",1878.49511257018
"1744","FDM20","OUT010",1977.13695938362
"1745","FDW11","OUT010",-864.911414033664
"1746","FDX08","OUT035",2967.12627211002
"1747","NCK17","OUT035",731.731905962795
"1748","FDK32","OUT018",2179.44824967325
"1749","NCA42","OUT035",2546.61062027393
"1750","DRI01","OUT035",2773.48069086371
"1751","NCL55","OUT049",4039.30939484104
"1752","DRE25","OUT018",1220.33870963329
"1753","FDD14","OUT017",2989.29737446054
"1754","FDB10","OUT046",3760.96524070954
"1755","DRN11","OUT035",2314.71866445085
"1756","FDP38","OUT018",647.742296062499
"1757","NCA30","OUT017",2967.24228548688
"1758","FDT15","OUT017",3008.82561115832
"1759","NCP55","OUT018",660.608092104386
"1760","FDF12","OUT035",2438.25513557687
"1761","FDM21","OUT018",3772.6601901295
"1762","FDX56","OUT035",3345.34368179686
"1763","FDF10","OUT017",2323.52617308462
"1764","FDT32","OUT045",3098.56779436227
"1765","FDM51","OUT018",1384.39935677836
"1766","NCR50","OUT018",2141.07449688882
"1767","FDI19","OUT049",3910.27084555651
"1768","FDX21","OUT017",1827.12026775392
"1769","FDR31","OUT035",2421.16971738721
"1770","FDY02","OUT013",4096.86190371263
"1771","NCA29","OUT045",2739.89101404706
"1772","NCX17","OUT046",3623.0576169796
"1773","FDM12","OUT045",3134.0130206278
"1774","FDI53","OUT027",3955.40339048001
"1775","NCU30","OUT049",2605.76950627335
"1776","FDC56","OUT027",3420.22685174087
"1777","FDK27","OUT018",1735.37912427291
"1778","NCK18","OUT017",2670.0066495407
"1779","FDB52","OUT019",2190.7352113462
"1780","DRG25","OUT027",4484.08037197087
"1781","FDZ13","OUT049",928.133398727292
"1782","FDB57","OUT019",1721.35202621022
"1783","FDR40","OUT046",1381.29020885795
"1784","NCO14","OUT019",-1182.01616652842
"1785","NCN19","OUT045",3114.72713225729
"1786","FDQ28","OUT019",539.32413763562
"1787","FDO13","OUT018",2378.91544315757
"1788","FDK48","OUT013",1285.95083677969
"1789","FDU07","OUT018",2186.89332661005
"1790","FDW20","OUT046",2031.34603168292
"1791","FDV12","OUT010",-306.176169165528
"1792","FDH24","OUT013",2577.54781219746
"1793","FDV59","OUT049",3526.19857509458
"1794","FDK57","OUT045",2021.1165561862
"1795","FDL16","OUT027",2147.19739190184
"1796","NCQ17","OUT046",2434.87923799232
"1797","FDJ15","OUT018",2674.81608944432
"1798","FDX24","OUT049",1602.76227897714
"1799","FDT47","OUT046",1603.28376602708
"1800","FDT10","OUT049",1085.07872934357
"1801","FDZ37","OUT018",1228.86800848982
"1802","FDW43","OUT027",5175.4104880902
"1803","DRN36","OUT017",1630.54938225243
"1804","FDJ14","OUT045",1472.956292749
"1805","FDA32","OUT013",3501.28470018234
"1806","FDJ38","OUT019",1195.69376103245
"1807","FDQ57","OUT017",2452.03197579456
"1808","NCQ41","OUT019",1156.67585688132
"1809","FDG56","OUT049",1088.38449234442
"1810","DRC13","OUT027",3474.20863418736
"1811","FDV55","OUT035",2405.14139116277
"1812","FDQ49","OUT045",2628.32761656463
"1813","FDE29","OUT010",-1016.44807304154
"1814","FDR03","OUT013",3271.73347158033
"1815","FDD45","OUT049",1602.86997046762
"1816","FDN38","OUT010",2073.58248018525
"1817","FDT56","OUT046",992.250810508176
"1818","FDT48","OUT045",3264.38773983413
"1819","FDU03","OUT049",2924.71883433957
"1820","FDC56","OUT010",-53.3578565528415
"1821","NCO43","OUT027",3057.97341610682
"1822","FDQ27","OUT017",1754.22990839226
"1823","FDR03","OUT046",3336.94313368376
"1824","DRH23","OUT010",-1103.57537969959
"1825","FDG22","OUT045",772.92123740094
"1826","NCJ42","OUT013",1637.21820797941
"1827","FDR24","OUT046",1524.28217799087
"1828","FDW60","OUT035",2911.87894330356
"1829","FDJ08","OUT013",3020.11944883415
"1830","DRL59","OUT018",631.332323515688
"1831","FDG60","OUT010",1777.9216527445
"1832","FDW27","OUT017",2591.82774741421
"1833","FDX14","OUT018",959.012387431045
"1834","FDC20","OUT013",996.106677850395
"1835","NCS29","OUT018",3838.4464424733
"1836","FDJ56","OUT046",1603.37949808091
"1837","FDB20","OUT019",-596.715367231158
"1838","FDL28","OUT027",5068.18239094321
"1839","FDW01","OUT018",2193.72674865286
"1840","FDL03","OUT046",3193.74262016347
"1841","FDX22","OUT049",3418.81646770213
"1842","FDJ21","OUT035",2393.7893212182
"1843","FDR31","OUT045",2456.8558348726
"1844","FDG21","OUT035",2741.24231880881
"1845","FDS22","OUT027",2245.54084609731
"1846","FDK08","OUT035",1656.35054878431
"1847","FDE17","OUT018",2112.29259627588
"1848","NCN30","OUT017",1565.3959398938
"1849","FDT50","OUT046",1561.20399578325
"1850","NCX42","OUT049",2637.55529585486
"1851","FDJ12","OUT035",3390.889384783
"1852","NCA18","OUT027",3300.79939456744
"1853","FDP23","OUT019",1599.93889941079
"1854","FDX12","OUT013",3838.97249667829
"1855","FDN40","OUT018",2106.41619709431
"1856","FDV48","OUT035",1361.32425814582
"1857","NCY54","OUT013",2582.37636974005
"1858","FDL16","OUT010",-1308.17191295487
"1859","FDR45","OUT018",3544.91334792235
"1860","FDJ52","OUT046",2595.00396821829
"1861","DRG01","OUT017",1348.04152185921
"1862","FDP52","OUT013",3621.34939535595
"1863","FDU58","OUT017",3090.02722891454
"1864","FDL02","OUT045",1823.40589178382
"1865","FDG28","OUT013",3837.0560498876
"1866","FDA19","OUT035",2160.28857893756
"1867","FDW46","OUT027",2582.96810411629
"1868","NCD43","OUT049",1690.52329866949
"1869","DRG39","OUT013",872.744771347106
"1870","NCF55","OUT049",635.343901873707
"1871","FDJ07","OUT046",1964.95083150245
"1872","FDE08","OUT046",2468.15695726031
"1873","FDP56","OUT019",-1016.49698387355
"1874","FDT45","OUT045",997.765116820159
"1875","FDF17","OUT018",2793.44233183784
"1876","FDX44","OUT046",1503.02634406513
"1877","FDM28","OUT027",4321.86245533225
"1878","FDI36","OUT049",3230.86733436138
"1879","FDS07","OUT045",1955.35825828993
"1880","FDD36","OUT045",2002.03474353332
"1881","FDW11","OUT046",1070.9461506301
"1882","FDN40","OUT049",2482.04320122338
"1883","NCQ18","OUT049",1524.55078373768
"1884","NCQ54","OUT017",2704.90415988435
"1885","NCS42","OUT045",1461.53596473762
"1886","DRH39","OUT010",-697.426146283661
"1887","FDC09","OUT027",3217.14715740923
"1888","FDT08","OUT010",526.436730614598
"1889","FDC08","OUT035",3647.61540600816
"1890","FDT20","OUT017",784.238295432337
"1891","FDS35","OUT035",1109.77983139374
"1892","FDX58","OUT018",2636.94990332015
"1893","FDW58","OUT046",1738.46802610458
"1894","DRD27","OUT046",1609.70470319062
"1895","FDH32","OUT019",-306.707934811633
"1896","FDS26","OUT035",4174.33703729764
"1897","FDQ31","OUT046",1482.50808527335
"1898","FDP11","OUT018",3218.29145079668
"1899","FDD58","OUT017",1714.14457426384
"1900","FDM33","OUT045",3506.38052311161
"1901","FDZ16","OUT049",3072.13185876281
"1902","NCS29","OUT010",2203.52692934417
"1903","NCM18","OUT019",-1008.90786392213
"1904","FDP11","OUT049",3565.90021202089
"1905","NCC42","OUT017",2329.96515670541
"1906","DRM23","OUT046",2737.40610663745
"1907","NCN55","OUT027",5227.01021776457
"1908","FDK46","OUT013",4095.9804608538
"1909","FDR01","OUT046",3244.12530282763
"1910","NCA05","OUT045",2482.12149226117
"1911","NCP43","OUT017",2904.51993446877
"1912","FDR12","OUT010",841.952819632015
"1913","FDQ01","OUT013",4038.13410525656
"1914","FDM13","OUT046",2167.38271868366
"1915","FDQ19","OUT017",3963.56944973614
"1916","FDK56","OUT019",1002.70152717216
"1917","NCX06","OUT010",952.516687018843
"1918","FDO56","OUT027",3439.70916874522
"1919","FDU45","OUT045",1898.9282927687
"1920","FDI16","OUT019",-1109.13269787856
"1921","FDL32","OUT046",1841.54656610856
"1922","FDA07","OUT046",2067.90000054184
"1923","FDA14","OUT045",2430.98222507221
"1924","FDV46","OUT027",3765.36815641751
"1925","NCO07","OUT035",3423.04938774252
"1926","NCP41","OUT046",1733.84920078165
"1927","FDY60","OUT018",2035.71058709878
"1928","FDN38","OUT017",4093.64736900145
"1929","FDO15","OUT046",1298.70995388517
"1930","FDT60","OUT013",1981.79447785015
"1931","FDA55","OUT035",3645.59756577009
"1932","FDE02","OUT010",-370.074657084419
"1933","DRJ39","OUT049",3572.82114070199
"1934","FDV34","OUT035",1324.17435182412
"1935","FDS20","OUT027",4451.18443007076
"1936","FDF02","OUT027",3172.35118535369
"1937","FDW40","OUT017",2285.77711781374
"1938","NCB43","OUT046",2896.37373700132
"1939","FDR58","OUT017",1592.2797995893
"1940","DRJ59","OUT035",781.794060893865
"1941","NCD30","OUT017",1644.16658857366
"1942","FDE14","OUT017",1754.48107063727
"1943","FDC28","OUT018",1432.26584101372
"1944","FDU16","OUT018",1060.91997199149
"1945","NCD19","OUT035",948.046330647535
"1946","FDU21","OUT046",649.195882141196
"1947","FDV59","OUT027",4963.01750971385
"1948","FDU03","OUT045",2999.42278535346
"1949","FDC33","OUT010",1309.41107027178
"1950","NCR42","OUT035",602.770332704378
"1951","DRH59","OUT035",1302.21083466576
"1952","NCM31","OUT035",2291.62927043643
"1953","FDS50","OUT035",3569.15236478179
"1954","FDP39","OUT046",906.866530026947
"1955","FDQ55","OUT013",1948.40814665208
"1956","FDV36","OUT019",163.820913788538
"1957","FDI05","OUT027",2663.18913100651
"1958","FDS45","OUT027",3245.89089212748
"1959","FDA39","OUT045",759.554924223607
"1960","FDC37","OUT010",-124.916680966277
"1961","FDJ60","OUT027",4157.24638109544
"1962","DRQ35","OUT046",2025.07961621903
"1963","NCJ06","OUT046",1901.4923344849
"1964","NCY42","OUT018",1986.55838936852
"1965","DRM37","OUT049",3161.86400548504
"1966","FDR14","OUT045",836.957846095268
"1967","FDE51","OUT049",779.624776244822
"1968","FDT33","OUT017",2738.97418609181
"1969","FDR08","OUT013",1867.60848475285
"1970","FDE36","OUT010",715.10373632778
"1971","FDL22","OUT019",-397.121153455671
"1972","FDR44","OUT013",2116.10811777665
"1973","FDI56","OUT019",-454.217820770227
"1974","FDE47","OUT010",327.788286515499
"1975","FDV27","OUT010",-445.836894598121
"1976","FDV10","OUT049",784.141954375629
"1977","FDC40","OUT045",1361.66282731082
"1978","NCX41","OUT013",3337.43886176199
"1979","NCQ38","OUT027",3170.42160270137
"1980","FDV12","OUT027",3134.0422451523
"1981","FDE52","OUT017",1537.81247778999
"1982","FDG20","OUT027",4285.86949572141
"1983","FDV16","OUT027",2030.06819858837
"1984","FDI32","OUT017",1889.27385290077
"1985","FDJ32","OUT049",1118.02406356032
"1986","FDN39","OUT018",2421.98522777551
"1987","FDY34","OUT017",2765.50351051534
"1988","FDC14","OUT035",830.341199124945
"1989","FDA55","OUT017",3688.57517833154
"1990","FDZ50","OUT010",931.100678753683
"1991","DRG13","OUT049",2696.20500750148
"1992","FDP01","OUT013",2480.47887941911
"1993","NCG54","OUT017",2716.57027170976
"1994","FDM13","OUT045",2243.68154739991
"1995","NCO18","OUT027",4276.04939874379
"1996","NCW41","OUT013",2493.72742510432
"1997","FDM52","OUT027",3841.39095698664
"1998","NCF55","OUT035",616.009318383504
"1999","FDT09","OUT046",2180.18146562584
"2000","NCM19","OUT035",1808.84564722861
"2001","FDW12","OUT018",2081.43448262646
"2002","FDP15","OUT019",2122.05633592893
"2003","FDK36","OUT045",932.635122276836
"2004","FDZ25","OUT035",2869.48072274828
"2005","NCW06","OUT049",3069.35718786193
"2006","FDW60","OUT046",2922.2349528394
"2007","DRC49","OUT013",2300.5575059827
"2008","NCT17","OUT035",3045.31371877483
"2009","NCN06","OUT018",2225.95007223806
"2010","FDC45","OUT013",2702.97031993081
"2011","DRJ47","OUT019",856.157345272529
"2012","NCF06","OUT045",4095.30795607401
"2013","FDE21","OUT010",33.7994873888612
"2014","DRG27","OUT013",654.992180893514
"2015","FDW40","OUT049",2269.67667741672
"2016","NCO53","OUT046",2852.90975793819
"2017","FDE23","OUT049",991.510981438614
"2018","FDQ16","OUT046",1764.06543212753
"2019","FDS26","OUT045",4129.10731995731
"2020","FDZ13","OUT010",-1171.49529099333
"2021","FDS14","OUT049",2556.98971924331
"2022","FDC10","OUT045",1971.67241164867
"2023","FDY16","OUT049",2971.1993465573
"2024","FDJ20","OUT035",2081.29101755685
"2025","FDV43","OUT035",804.979333253618
"2026","FDZ32","OUT027",3244.12657362854
"2027","FDR23","OUT046",2826.97993983049
"2028","FDN24","OUT035",928.550204848093
"2029","FDE34","OUT027",4370.09868461463
"2030","FDU31","OUT013",3516.21600957736
"2031","FDW33","OUT018",1432.5447331432
"2032","FDU26","OUT046",1919.54238589238
"2033","FDE20","OUT027",4258.49235911667
"2034","NCW05","OUT035",1670.95683812338
"2035","FDB22","OUT018",2146.49743910561
"2036","FDO56","OUT046",1944.19390646014
"2037","FDA19","OUT027",3602.43920455412
"2038","DRI39","OUT045",990.923667766385
"2039","FDH52","OUT018",695.14836175888
"2040","FDZ50","OUT035",2939.25983467049
"2041","NCN42","OUT035",2369.72507160047
"2042","FDB53","OUT013",2288.14937828228
"2043","DRG11","OUT017",1848.58470076203
"2044","DRK11","OUT027",3907.86741458719
"2045","FDQ60","OUT017",2048.66824086989
"2046","FDT36","OUT017",674.032463722016
"2047","DRG25","OUT018",2673.43699193339
"2048","DRJ23","OUT046",3078.91690540555
